FoodID,MeasureID,MeasureDescription,MeasureDescriptionF,ConversionFactorValue
2792,245,1 slice,1 tranche,0.28000
2792,371,100ml slices,100ml tranches,0.46490
2792,403,2 slices,2 tranches,0.56000
2792,979,250ml slices,250ml tranches,1.16240
2792,1461,55g,55g,0.55000
2792,1496,75g,75g,0.75000
2797,1122,100ml chopped or diced,100ml haché ou en dés,0.56640
2797,1124,250ml chopped or diced,250ml haché ou en dés,1.41600
2797,1461,55g,55g,0.55000
2797,1496,75g,75g,0.75000
2798,341,100ml,100ml,0.95097
2798,415,250ml,250ml,2.37743
2798,1455,100g,100g,1.00000
2798,1496,75g,75g,0.75000
2828,1122,100ml chopped or diced,100ml haché ou en dés,0.56640
2828,1124,250ml chopped or diced,250ml haché ou en dés,1.41600
2828,1461,55g,55g,0.55000
2828,1496,75g,75g,0.75000
2835,39,1 can (355 ml),1 cannette (355 ml),3.54160
2835,341,100ml,100ml,0.99763
2835,415,250ml,250ml,2.49408
2835,471,1 bottle (341ml),1 bouteille (341ml),3.40193
2837,341,100ml,100ml,1.02131
2837,383,125ml,125ml,1.27664
2837,408,2oz cocktail,cocktail 2oz,0.60000
2837,415,250ml,250ml,2.55328
2837,640,60ml,60ml,0.61279
2838,341,100ml,100ml,1.06189
2838,415,250ml,250ml,2.65473
2838,434,4.5oz cocktail,cocktail 4.5oz,1.41000
2838,1587,130ml,130ml,1.38046
2841,96,1 envelope (8 per 127g),1 enveloppe (8 per 127g),0.15875
2841,497,1 envelope (8 per 112g),1 enveloppe (8 par 112g),0.14000
2842,341,100ml,100ml,1.09232
2842,415,250ml,250ml,2.73080
2843,341,100ml,100ml,1.13629
2843,923,45ml,45ml,0.51133
2844,341,100ml,100ml,0.94014
2844,923,45ml,45ml,0.42306
2845,341,100ml,100ml,0.94014
2845,923,45ml,45ml,0.42306
2846,341,100ml,100ml,0.94014
2846,923,45ml,45ml,0.42306
2847,341,100ml,100ml,0.94014
2847,923,45ml,45ml,0.42306
2848,341,100ml,100ml,1.01454
2848,383,125ml,125ml,1.26818
2848,1589,90ml,90ml,0.91309
2849,341,100ml,100ml,0.99763
2849,388,150ml,150ml,1.49645
2850,341,100ml,100ml,0.99763
2850,383,125ml,125ml,1.24704
2850,388,150ml,150ml,1.49645
2851,341,100ml,100ml,0.99763
2851,388,150ml,150ml,1.49645
2852,341,100ml,100ml,0.99763
2852,383,125ml,125ml,1.24704
2852,388,150ml,150ml,1.49645
2853,39,1 can (355 ml),1 cannette (355 ml),3.55600
2853,341,100ml,100ml,1.00170
2853,415,250ml,250ml,2.50425
2854,39,1 can (355 ml),1 cannette (355 ml),3.70968
2854,341,100ml,100ml,1.04498
2854,415,250ml,250ml,2.61245
2855,39,1 can (355 ml),1 cannette (355 ml),3.66165
2855,341,100ml,100ml,1.03145
2855,415,250ml,250ml,2.57863
2856,39,1 can (355 ml),1 cannette (355 ml),3.72168
2856,341,100ml,100ml,1.04836
2856,415,250ml,250ml,2.62090
2857,39,1 can (355 ml),1 cannette (355 ml),3.68565
2857,341,100ml,100ml,1.03821
2857,415,250ml,250ml,2.59550
2858,39,1 can (355 ml),1 cannette (355 ml),3.72168
2858,341,100ml,100ml,1.04836
2858,415,250ml,250ml,2.62090
2859,39,1 can (355 ml),1 cannette (355 ml),3.68565
2859,341,100ml,100ml,1.03820
2859,415,250ml,250ml,2.59550
2860,39,1 can (355 ml),1 cannette (355 ml),3.66165
2860,341,100ml,100ml,1.03145
2860,415,250ml,250ml,2.57863
2861,39,1 can (355 ml),1 cannette (355 ml),3.69768
2861,341,100ml,100ml,1.04160
2861,415,250ml,250ml,2.60399
2862,341,100ml,100ml,0.81080
2862,385,15ml,15ml,0.12162
2862,1590,5g,5g,0.05000
2863,341,100ml,100ml,1.08199
2863,389,175ml,175ml,1.89348
2863,415,250ml,250ml,2.70499
2864,1349,20ml to 30ml,20ml à 30ml,0.22041
2864,1590,5g,5g,0.05000
2865,341,100ml,100ml,1.11768
2865,389,175ml,175ml,1.95594
2865,415,250ml,250ml,2.79419
2866,341,100ml,100ml,1.26796
2866,385,15ml,15ml,0.19764
2867,341,100ml,100ml,1.19189
2867,389,175ml,175ml,2.08581
2867,415,250ml,250ml,2.97971
2868,38,1 can (284 ml),1 cannette (284 ml),2.90052
2868,341,100ml,100ml,1.02131
2868,383,125ml,125ml,1.27663
2868,415,250ml,250ml,2.55326
2869,1350,30ml to 40ml,30ml à 40ml,0.28980
2871,341,100ml,100ml,1.16330
2871,389,175ml,175ml,2.03578
2871,415,250ml,250ml,2.90826
2873,341,100ml,100ml,1.00101
2873,389,175ml,175ml,1.75177
2873,415,250ml,250ml,2.50250
2874,341,100ml,100ml,0.18367
2874,439,5ml,5ml,0.00918
2875,341,100ml,100ml,1.01130
2875,389,175ml,175ml,1.76978
2875,415,250ml,250ml,2.52826
2876,341,100ml,100ml,0.18367
2876,439,5ml,5ml,0.00918
2877,341,100ml,100ml,1.01130
2877,389,175ml,175ml,1.76978
2877,415,250ml,250ml,2.52826
2878,341,100ml,100ml,0.18360
2878,439,5ml,5ml,0.00918
2879,341,100ml,100ml,1.01130
2879,389,175ml,175ml,1.76978
2879,415,250ml,250ml,2.52826
2880,341,100ml,100ml,0.43920
2880,428,30ml,30ml,0.13000
2881,341,100ml,100ml,0.65990
2881,1348,20ml,20ml,0.13000
2882,341,100ml,100ml,0.65990
2882,1348,20ml,20ml,0.13000
2883,341,100ml,100ml,0.46939
2883,439,5ml,5ml,0.02347
2884,341,100ml,100ml,1.01416
2884,389,175ml,175ml,1.77478
2884,415,250ml,250ml,2.53540
2885,341,100ml,100ml,1.03483
2885,383,125ml,125ml,1.29438
2885,415,250ml,250ml,2.58876
2888,341,100ml,100ml,1.19209
2888,484,1 container (355ml),1 contenant (355ml),4.23192
2889,341,100ml,100ml,1.04818
2889,383,125ml,125ml,1.31023
2889,415,250ml,250ml,2.62050
2892,341,100ml,100ml,1.23420
2892,484,1 container (355ml),1 contenant (355ml),4.38197
2893,341,100ml,100ml,1.04818
2893,383,125ml,125ml,1.31023
2893,415,250ml,250ml,2.62050
2894,341,100ml,100ml,1.23154
2894,428,30ml,30ml,0.36946
2894,484,1 container (355ml),1 contenant (355ml),4.36196
2895,341,100ml,100ml,1.04396
2895,383,125ml,125ml,1.30495
2895,415,250ml,250ml,2.60989
2896,341,100ml,100ml,0.71430
2896,428,30ml,30ml,0.21429
2898,341,100ml,100ml,0.71430
2898,428,30ml,30ml,0.21429
2899,341,100ml,100ml,1.12003
2899,383,125ml,125ml,1.40004
2899,415,250ml,250ml,2.80008
2900,341,100ml,100ml,0.71430
2900,428,30ml,30ml,0.21419
2902,341,100ml,100ml,0.71430
2902,428,30ml,30ml,0.21429
2903,341,100ml,100ml,1.12003
2903,383,125ml,125ml,1.40004
2903,415,250ml,250ml,2.80008
2904,341,100ml,100ml,1.05664
2904,383,125ml,125ml,1.32079
2904,415,250ml,250ml,2.64159
2905,341,100ml,100ml,0.79460
2905,383,125ml,125ml,0.99330
2905,415,250ml,250ml,1.98660
2906,139,1 large,1 gros,4.58000
2906,160,1 medium,1 moyen,3.33000
2906,341,100ml,100ml,0.70161
2906,383,125ml,125ml,0.87701
2906,415,250ml,250ml,1.75402
2906,553,1 small,1 petit,2.50000
2907,1349,20ml to 30ml,20ml à 30ml,0.22449
2908,341,100ml,100ml,1.12426
2908,383,125ml,125ml,1.40533
2908,415,250ml,250ml,2.81065
2909,341,100ml,100ml,1.00169
2909,389,175ml,175ml,1.75296
2909,415,250ml,250ml,2.50423
2910,341,100ml,100ml,0.14286
2910,439,5ml,5ml,0.00714
2911,341,100ml,100ml,1.00169
2911,383,125ml,125ml,1.25211
2911,389,175ml,175ml,1.77335
2911,415,250ml,250ml,2.50423
2912,341,100ml,100ml,0.14290
2912,1352,10ml,10ml,0.01429
2914,341,100ml,100ml,0.76923
2914,439,5ml,5ml,0.03846
2915,341,100ml,100ml,1.09470
2915,383,125ml,125ml,2.73670
2915,389,175ml,175ml,1.91573
2915,415,250ml,250ml,2.73670
2916,341,100ml,100ml,1.00169
2916,389,175ml,175ml,1.75296
2916,415,250ml,250ml,2.50423
2918,341,100ml,100ml,1.00169
2918,415,250ml,250ml,2.50423
2918,1353,500ml,500ml,5.00845
2918,1354,1 bottle (330ml),1 bouteille (330ml),3.30558
2918,1355,1 bottle (750ml),1 bouteille (750ml),7.51270
2919,341,100ml,100ml,1.00169
2919,383,125ml,125ml,1.25211
2919,415,250ml,250ml,2.50423
2919,1353,500ml,500ml,5.00846
2920,39,1 can (355 ml),1 cannette (355 ml),3.68170
2920,341,100ml,100ml,1.03709
2920,415,250ml,250ml,2.59270
2921,341,100ml,100ml,1.19209
2921,484,1 container (355ml),1 contenant (355ml),4.23191
2922,341,100ml,100ml,1.04818
2922,383,125ml,125ml,1.31023
2922,415,250ml,250ml,2.62050
2924,341,100ml,100ml,1.17687
2924,923,45ml,45ml,0.52959
2925,341,100ml,100ml,1.05174
2925,638,50ml,50ml,0.52587
2925,923,45ml,45ml,0.47328
2926,39,1 can (355 ml),1 cannette (355 ml),3.55359
2926,341,100ml,100ml,1.00101
2926,415,250ml,250ml,2.50254
2928,341,100ml,100ml,1.08218
2928,389,175ml,175ml,1.89381
2928,415,250ml,250ml,2.70544
2929,341,100ml,100ml,1.06527
2929,389,175ml,175ml,1.86422
2929,415,250ml,250ml,2.66317
2930,341,100ml,100ml,1.00600
2930,389,175ml,175ml,1.76040
2930,415,250ml,250ml,2.51490
2931,341,100ml,100ml,1.04272
2931,389,175ml,175ml,1.82470
2931,415,250ml,250ml,2.60681
2932,341,100ml,100ml,0.95705
2932,383,125ml,125ml,1.19631
2932,415,250ml,250ml,2.39263
2933,137,1 ice cube,1 glaçon,0.32000
2933,341,100ml,100ml,1.00169
2933,383,125ml,125ml,1.25211
2933,415,250ml,250ml,2.50423
2933,1353,500ml,500ml,5.00845
2934,341,100ml,100ml,0.93676
2934,923,45ml,45ml,0.42154
2935,341,100ml,100ml,0.93676
2935,923,45ml,45ml,0.42154
2936,341,100ml,100ml,1.17687
2936,923,45ml,45ml,0.52959
2937,341,100ml,100ml,1.01454
2937,1589,90ml,90ml,0.91309
2938,39,1 can (355 ml),1 cannette (355 ml),3.55359
2938,341,100ml,100ml,1.00101
2938,415,250ml,250ml,2.50254
2939,341,100ml,100ml,1.23436
2939,484,1 container (355ml),1 contenant (355ml),4.38197
2940,341,100ml,100ml,1.04396
2940,383,125ml,125ml,1.30495
2940,415,250ml,250ml,2.60989
2941,341,100ml,100ml,1.00101
2941,389,175ml,175ml,1.75296
2941,415,250ml,250ml,2.50423
2942,341,100ml,100ml,1.00169
2942,389,175ml,175ml,1.75296
2942,415,250ml,250ml,2.50423
2943,39,1 can (355 ml),1 cannette (355 ml),3.56561
2943,341,100ml,100ml,1.00440
2943,415,250ml,250ml,2.51100
2943,471,1 bottle (341ml),1 bouteille (341ml),3.42499
2948,310,1.5 oz whiskey,1.5 once whiskey,0.44100
2948,341,100ml,100ml,0.99425
2948,1592,105ml,105ml,1.04396
2949,309,1 oz whiskey,1 once whiskey,0.30400
2949,341,100ml,100ml,1.02807
2949,1592,105ml,105ml,1.07947
2951,341,100ml,100ml,0.98072
2951,410,2.5oz cocktail,2.5 oz cocktail,0.72500
2951,923,45ml,45ml,0.44132
2952,341,100ml,100ml,0.94014
2952,923,45ml,45ml,0.42306
2953,696,1 envelope (13g),1 enveloppe (13g),0.13000
2953,697,1 envelope (14g),1 enveloppe (14g),0.14000
2954,85,1 drink box (250ml),1 boîte (250ml),2.58876
2954,341,100ml,100ml,1.03550
2954,383,125ml,125ml,1.29438
2954,415,250ml,250ml,2.58876
2955,85,1 drink box (250ml),1 boîte (250ml),2.58708
2955,341,100ml,100ml,1.03550
2955,383,125ml,125ml,1.29438
2955,415,250ml,250ml,2.58876
2956,341,100ml,100ml,1.06932
2956,383,125ml,125ml,1.33660
2956,415,250ml,250ml,2.67328
2957,341,100ml,100ml,0.64353
2957,1356,40ml,40ml,0.25741
2958,341,100ml,100ml,1.10735
2958,383,125ml,125ml,1.38419
2958,415,250ml,250ml,2.76839
2959,341,100ml,100ml,1.04818
2959,383,125ml,125ml,1.31023
2959,415,250ml,250ml,2.62050
2960,341,100ml,100ml,1.05660
2960,383,125ml,125ml,1.32079
2960,415,250ml,250ml,2.64159
2961,341,100ml,100ml,1.05664
2961,383,125ml,125ml,1.32079
2961,415,250ml,250ml,2.64159
2963,341,100ml,100ml,1.01020
2963,383,125ml,125ml,1.26270
2963,415,250ml,250ml,2.52550
2964,341,100ml,100ml,0.98478
2964,385,15ml,15ml,0.14772
2964,415,250ml,250ml,2.46196
2965,341,100ml,100ml,1.07782
2965,383,125ml,125ml,1.34728
2965,415,250ml,250ml,2.69456
2966,37,1 can,1 cannette / boîte de conserve,3.49912
2966,341,100ml,100ml,1.00169
2966,383,125ml,125ml,1.25211
2966,415,250ml,250ml,2.50423
2967,341,100ml,100ml,1.04818
2967,383,125ml,125ml,1.31023
2967,415,250ml,250ml,2.62050
2968,341,100ml,100ml,1.05664
2968,383,125ml,125ml,1.32079
2968,415,250ml,250ml,2.64159
2969,341,100ml,100ml,1.05664
2969,383,125ml,125ml,1.32079
2969,415,250ml,250ml,2.64159
2970,341,100ml,100ml,1.07816
2970,389,175ml,175ml,1.88678
2970,415,250ml,250ml,2.69540
2971,341,100ml,100ml,0.87840
2971,428,30ml,30ml,0.26350
2972,220,1 portion (pouch) prepared,1 sachet préparé,7.64200
2972,341,100ml,100ml,1.14539
2972,383,125ml,125ml,1.43174
2972,415,250ml,250ml,2.86348
2973,341,100ml,100ml,1.19490
2973,484,1 container (355ml),1 contenant (355ml),4.24190
2974,341,100ml,100ml,1.04818
2974,383,125ml,125ml,1.34721
2974,415,250ml,250ml,2.69442
2975,341,100ml,100ml,1.22590
2975,484,1 container (355ml),1 contenant (355ml),4.35196
2976,341,100ml,100ml,1.00170
2976,383,125ml,125ml,1.25220
2976,415,250ml,250ml,2.50440
2977,341,100ml,100ml,0.93676
2977,923,45ml,45ml,0.42154
2978,341,100ml,100ml,1.00440
2978,1586,355ml,355ml,3.56562
2979,341,100ml,100ml,0.60811
2979,383,125ml,125ml,0.76014
2980,398,2 heaping teaspoons,2 cuillères à thé comble,0.25400
2981,341,100ml,100ml,1.10261
2981,418,250ml water + powder,250ml eau + poudre,2.75654
2982,405,2 tablespoons,2 cuillères à table,0.29100
2983,341,100ml,100ml,1.07782
2983,383,125ml,125ml,1.34728
2983,415,250ml,250ml,2.69456
2984,9,1 anchovy,1 anchois,0.04000
2984,1489,125g,125g,1.25000
2985,9,1 anchovy,1 anchois,0.04000
2985,624,2 medium,2 moyennes,0.08000
2985,1467,15g,15g,0.15000
2986,6,1 fish (500 g),1 poisson (500 g),1.74165
2986,97,1 fillet,1 filet,0.79000
2986,1489,125g,125g,1.25000
2987,97,1 fillet,1 filet,1.59000
2987,107,1 fish (900g),1 poisson (900g),3.15581
2987,1489,125g,125g,1.25000
2988,97,1 fillet,1 filet,1.50000
2988,107,1 fish (900g),1 poisson (900g),2.97624
2988,1489,125g,125g,1.25000
2989,97,1 fillet,1 filet,1.16000
2989,106,1 fish (700g),1 poisson (700g),2.38687
2989,1489,125g,125g,1.25000
2990,97,1 fillet,1 filet,0.31747
2990,103,1 fish (225g),1 poisson (225g),0.63493
2990,1489,125g,125g,1.25000
2991,97,1 fillet,1 filet,2.18000
2991,100,1 fish (1300g),1 poisson (1300g),4.16527
2991,1489,125g,125g,1.25000
2992,97,1 fillet,1 filet,1.70000
2992,351,100ml flaked,100ml flocons,0.57481
2992,415,250ml,250ml,1.43702
2992,1455,100g,100g,1.00000
2993,97,1 fillet,1 filet,1.59000
2993,107,1 fish (900g),1 poisson (900g),3.15476
2993,1489,125g,125g,1.25000
2994,97,1 fillet,1 filet,0.87000
2994,351,100ml flaked,100ml flocons,0.55790
2994,415,250ml,250ml,1.39476
2994,1455,100g,100g,1.00000
2994,1496,75g,75g,0.75000
2995,341,100ml,100ml,1.08108
2995,385,15ml,15ml,0.16229
2995,1467,15g,15g,0.15000
2996,6,1 fish (500 g),1 poisson (500 g),1.74165
2996,97,1 fillet,1 filet,0.87083
2996,1489,125g,125g,1.25000
2997,196,1 piece,1 morceau,0.20000
2997,351,100ml flaked,100ml flocons,0.55790
2997,415,250ml,250ml,1.39476
2997,1461,55g,55g,0.55000
2998,351,100ml flaked,100ml flocons,0.55790
2998,415,250ml,250ml,1.39476
2998,1461,55g,55g,0.55000
2999,202,1 piece (14 cm x 4 cm x 1 cm),1 morceau (14 cm x 4 cm x 1 cm),0.66275
2999,1461,55g,55g,0.55000
2999,1496,75g,75g,0.75000
2999,1652,35g,35g,0.35000
3000,6,1 fish (500 g),1 poisson (500 g),1.74165
3000,97,1 fillet,1 filet,0.87083
3000,1489,125g,125g,1.25000
3001,97,1 fillet,1 filet,0.87000
3001,351,100ml flaked,100ml flocons,0.55790
3001,415,250ml,250ml,1.39476
3001,1455,100g,100g,1.00000
3001,1496,75g,75g,0.75000
3002,97,1 fillet,1 filet,2.04000
3002,100,1 fish (1300g),1 poisson (1300g),3.89777
3002,1489,125g,125g,1.25000
3003,97,1 fillet,1 filet,1.98000
3003,99,1 fish (1100g),1 poisson (1100g),3.84133
3003,1489,125g,125g,1.25000
3004,97,1 fillet,1 filet,2.04000
3004,107,1 fish (900g),1 poisson (900g),4.04769
3004,1489,125g,125g,1.25000
3005,351,100ml flaked,100ml flocons,0.57481
3005,415,250ml,250ml,1.43702
3005,1455,100g,100g,1.00000
3006,197,1 piece (10 cm x 5 cm x 1.3 cm),1 morceau (10 cm x 5 cm x 1.3 cm),0.56565
3006,522,1 piece (10cm x 2.5cm x 1.3cm),1 morceau (10cm x 2.5cm x 1.3cm),0.27766
3006,1455,100g,100g,1.00000
3006,1670,3 pieces,3 morceaux,0.83298
3007,351,100ml flaked,100ml flocons,0.57480
3007,415,250ml,250ml,1.43702
3007,1455,100g,100g,1.00000
3008,196,1 piece,1 morceau,0.42000
3008,1455,100g,100g,1.00000
3008,1496,75g,75g,0.75000
3009,97,1 fillet,1 filet,2.59000
3009,100,1 fish (1300g),1 poisson (1300g),4.94864
3009,1489,125g,125g,1.25000
3010,97,1 fillet,1 filet,2.02000
3010,351,100ml flaked,100ml flocons,0.57481
3010,415,250ml,250ml,1.43702
3010,1455,100g,100g,1.00000
3011,196,1 piece,1 morceau,0.20000
3011,1455,100g,100g,1.00000
3011,1496,75g,75g,0.75000
3012,351,100ml flaked,100ml flocons,0.57481
3012,415,250ml,250ml,1.43702
3012,583,1/2 fillet,1/2 filet,1.59000
3012,1455,100g,100g,1.00000
3013,102,1 fish (2200g),1 poisson (2200g),7.91548
3013,583,1/2 fillet,1/2 filet,2.04000
3013,1489,125g,125g,1.25000
3014,97,1 fillet,1 filet,1.89304
3014,106,1 fish (700g),1 poisson (700g),3.78607
3014,1489,125g,125g,1.25000
3015,351,100ml flaked,100ml flocons,0.57480
3015,415,250ml,250ml,1.43702
3015,1455,100g,100g,1.00000
3016,341,100ml,100ml,0.59172
3016,415,250ml,250ml,1.47929
3016,524,1 piece (5cm x 2cm x 1cm),1 morceau (5cm x 2cm x 1cm),0.11956
3016,1461,55g,55g,0.55000
3016,1496,75g,75g,0.75000
3017,98,1 fillet (11 cm x 5 cm x 0.6 cm),1 filet (11 cm x 5 cm x 0.6 cm),0.36824
3017,1461,55g,55g,0.55000
3017,1496,75g,75g,0.75000
3018,97,1 fillet,1 filet,1.84000
3018,106,1 fish (700g),1 poisson (700g),3.78607
3018,1489,125g,125g,1.25000
3019,97,1 fillet,1 filet,1.93000
3019,99,1 fish (1100g),1 poisson (1100g),3.74433
3019,1489,125g,125g,1.25000
3020,102,1 fish (2200g),1 poisson (2200g),7.48866
3020,583,1/2 fillet,1/2 filet,1.93000
3020,1489,125g,125g,1.25000
3021,97,1 fillet,1 filet,1.15228
3021,106,1 fish (700g),1 poisson (700g),2.30457
3021,1489,125g,125g,1.25000
3022,351,100ml flaked,100ml flocons,0.57481
3022,415,250ml,250ml,1.43702
3022,1455,100g,100g,1.00000
3023,37,1 can,1 cannette / boîte de conserve,3.61000
3023,341,100ml,100ml,0.80300
3023,383,125ml,125ml,1.00390
3023,415,250ml,250ml,2.00750
3023,1461,55g,55g,0.55000
3024,102,1 fish (2200g),1 poisson (2200g),7.68267
3024,583,1/2 fillet,1/2 filet,1.98000
3024,1489,125g,125g,1.25000
3025,97,1 fillet,1 filet,2.25000
3025,100,1 fish (1300g),1 poisson (1300g),4.29894
3025,1489,125g,125g,1.25000
3026,97,1 fillet,1 filet,1.87000
3026,99,1 fish (1100g),1 poisson (1100g),3.62793
3026,1489,125g,125g,1.25000
3027,351,100ml flaked,100ml flocons,0.57481
3027,415,250ml,250ml,1.43702
3027,1455,100g,100g,1.00000
3028,1489,125g,125g,1.25000
3029,97,1 fillet,1 filet,1.22430
3029,106,1 fish (700g),1 poisson (700g),2.44860
3029,1489,125g,125g,1.25000
3030,351,100ml flaked,100ml flocons,0.57481
3030,415,250ml,250ml,1.43702
3030,1455,100g,100g,1.00000
3031,6,1 fish (500 g),1 poisson (500 g),1.41096
3031,97,1 fillet,1 filet,0.70547
3031,1489,125g,125g,1.25000
3032,351,100ml flaked,100ml flocons,0.57481
3032,415,250ml,250ml,1.43702
3032,1455,100g,100g,1.00000
3033,102,1 fish (2200g),1 poisson (2200g),6.82904
3033,583,1/2 fillet,1/2 filet,1.76000
3033,1489,125g,125g,1.25000
3034,97,1 fillet,1 filet,0.61729
3034,105,1 fish (350g),1 poisson (350g),1.23459
3034,1489,125g,125g,1.25000
3035,351,100ml flaked,100ml flocons,0.57481
3035,415,250ml,250ml,1.43702
3035,1455,100g,100g,1.00000
3036,102,1 fish (2200g),1 poisson (2200g),7.68267
3036,583,1/2 fillet,1/2 filet,1.98000
3036,1489,125g,125g,1.25000
3037,351,100ml flaked,100ml flocons,0.57481
3037,415,250ml,250ml,1.43702
3037,583,1/2 fillet,1/2 filet,1.55000
3037,1455,100g,100g,1.00000
3038,102,1 fish (2200g),1 poisson (2200g),7.48866
3038,583,1/2 fillet,1/2 filet,1.93000
3038,1489,125g,125g,1.25000
3039,6,1 fish (500 g),1 poisson (500 g),1.69756
3039,97,1 fillet,1 filet,0.84878
3039,1489,125g,125g,1.25000
3040,351,100ml flaked,100ml flocons,0.57481
3040,415,250ml,250ml,1.43702
3040,1455,100g,100g,1.00000
3041,97,1 fillet,1 filet,1.15228
3041,106,1 fish (700g),1 poisson (700g),2.30457
3041,1489,125g,125g,1.25000
3042,351,100ml flaked,100ml flocons,0.57481
3042,415,250ml,250ml,1.43702
3042,1455,100g,100g,1.00000
3043,97,1 fillet,1 filet,1.91000
3043,100,1 fish (1300g),1 poisson (1300g),3.64939
3043,1489,125g,125g,1.25000
3044,351,100ml flaked,100ml flocons,0.57481
3044,415,250ml,250ml,1.43702
3044,1455,100g,100g,1.00000
3045,341,100ml,100ml,0.94595
3045,385,15ml,15ml,0.14189
3045,1489,125g,125g,1.25000
3046,1489,125g,125g,1.25000
3047,102,1 fish (2200g),1 poisson (2200g),7.48866
3047,583,1/2 fillet,1/2 filet,1.93000
3047,1489,125g,125g,1.25000
3048,1461,55g,55g,0.55000
3049,102,1 fish (2200g),1 poisson (2200g),7.68267
3049,583,1/2 fillet,1/2 filet,1.98000
3049,1489,125g,125g,1.25000
3050,196,1 piece,1 morceau,0.20000
3050,351,100ml flaked,100ml flocons,0.57481
3050,402,2 pieces,2 morceaux,0.40000
3050,415,250ml,250ml,1.43702
3050,1461,55g,55g,0.55000
3050,1496,75g,75g,0.75000
3051,102,1 fish (2200g),1 poisson (2200g),7.68267
3051,583,1/2 fillet,1/2 filet,1.98000
3051,1489,125g,125g,1.25000
3052,102,1 fish (2200g),1 poisson (2200g),7.68267
3052,583,1/2 fillet,1/2 filet,1.92067
3052,1489,125g,125g,1.25000
3053,351,100ml flaked,100ml flocons,0.57481
3053,415,250ml,250ml,1.43702
3053,583,1/2 fillet,1/2 filet,1.55000
3053,1455,100g,100g,1.00000
3054,37,1 can,1 cannette / boîte de conserve,1.06000
3054,234,1 sardine (12cm long),1 sardine (12cm longe),0.38000
3054,341,100ml,100ml,0.37616
3054,415,250ml,250ml,0.94041
3054,553,1 small,1 petit,0.05000
3054,1461,55g,55g,0.55000
3055,6,1 fish (500 g),1 poisson (500 g),1.41096
3055,97,1 fillet,1 filet,0.64000
